wss.1004f30be305f33d28a1548e344f0e2e	0.015031646
wss.53bad3b72a7b6c1bd810b14a81e12eca	0.028276724
wss.53bc49f45214d8d6ea73a64ae4344bc3	0.025045255
wss.53bdcb3c0b28a51b580ee4476b0b0ff	0.027530088
wss.53c57e6db3ea3bf763f26b71f9dca732	0.021497943
wss.53d2edc39e60cbceb3646a04818fe165	0.033121266
wss.53d88f50e3abc2888dcbe86402c7c15	0.02786071
wss.53d9a81d2df7635a28a35028fcddd52	0.024779217
wss.53dfc19cca9af4f5e4cca9a4866076a8	0.022053566
wss.53e7aa67f02d1f2d4fde68aa70e53a1a	0.030106203
wss.53f01d977de993442ea98d69e91ba870	0.026920453
wss.53fedf0396be68f57229f03826fdb806	0.015988729
wss.54017ba00148a652846fa729d90e125	0.02795916
wss.54036c402bf09ce98d5fc0473d00a1c	0.058327007
wss.54054535e70d9ca0f91663a74ccd2338	0.035933046
wss.540a0cf3178633f897a5830754266f55	*
wss.540af86a684230e2a8e5d0a97b47d383	0.008470351
wss.5412bc0028d825ab43638dabe1eb5336	*
wss.541832c4bc43fa818ab1eb18c5f53fa	1.19e-04
wss.541a46304a53d404652588480cfa1ae	0.031793874
wss.541ace36226da750694f46cc1975c40a	*
wss.541e68839fe0202d57bb6e0d5100abbc	*
wss.5421f6f3c0c076bf12a54704b7cbb89	*
wss.542235fc88d22e1e3406473757712946	0.00250239
wss.5427b241cf817592d23899cb0d221770	0.0111222
wss.542f17328b947d1d4cbe00ec0d597d12	0.021784388
wss.54437bf8bb3effc559955ece6c51935b	*
wss.544726f2240cd5522177f8047157dde	0.039095623
wss.544bc6af6be12c254a44340bf227e40	0.037354985
wss.546111e6869f41aca577e3e5353dd356	0.018876719
wss.54650f6fee0e76b8b173657dabb4301e	0.016088755
wss.546648204a20b712dfb0e477a80dcc95	0.003359009
wss.54667ba816ea03dd738e43095496b061	*
wss.546904d2922b5f41f46d6fc43de3fc46	0.013528343
wss.546c06e9e16eac44dd37f1676f84f13	0.001216814
wss.546ccd72bfd2d2f38a2ed334b8dc14fc	0.030866829
wss.546ce1e42b7c4e96b40da3d6e0485eb6	*
wss.546f5dbed1636d097ee0de88f23eac1d	*
wss.547430efaad2d84b35836c728d324152	0.017638092
wss.547ad62bd93988fff0117851f0671fde	0.035222205
wss.547b3284875a6ce535deb3b0c692a2a	0.061625693
wss.547fa0085800c5c3846564a8a219239b	*
wss.549a209480960894fd1b46bc39a18482	2.90e-04
wss.54a51457d6dd2e1a3f7e27638e63d848	0.036427513
wss.54aa2c763a6f8044e2dc67b821479cc4	*
wss.54aa3bb05e40bc0231db7bb8597f0256	0.041290494
wss.54b420da7102d792b36717b39afb6ad8	0.012116872
wss.54b4555dacd9fc16e1eb1991fb37eb9b	0.024901524
wss.54c646ab27c11ddbd6e6eaeb114382d5	0.001651837
wss.54cbe81983534dc153b10fab8d9d7b30	0.018889173
wss.54cc9e4b5ef81e38e7ef9fff09638f8e	*
wss.54cd45b275f551b276bb31db0358e9c6	0.032603855
wss.54d2e665a8a9197947ba38e1c7b8abbc	*
wss.54d2ff81249d67f18f5635ac8b18fdb9	0.003297074
wss.54d3c09a73da43d7d2e757212b9a5ccc	*
wss.54d448fa2fa022274d724d9ce5af6d8e	0.020555793
wss.54d54dd994517456346c6b68550f2695	9.72e-04
wss.54d893f8b4e4046d657a6b7184bdd46e	0.005884904
wss.54d9556d51287bb470a43c2d978e502e	0.427583637
wss.54f396826ed2d0a65603cb22abfecda9	7.77e-04
wss.54fc7050b3360467d810b14a81e12eca	0.021327517
wss.5502f76ce18c9059578b14cd14f51f45	0.011130148
wss.55050bbca6e112434cc1952ae0d6e81a	*
wss.5507baffe32c585df1783a44a88d6274	0.026528463
wss.550aea46c75351a387cfe978d99ba05d	0.001464618
wss.5511166e3a0b199c4cc1952ae0d6e81a	0.02874736
wss.551580bcc873e4f991477a050d006734	*
wss.55158ca967b5c09c286d5555bfce237c	*
wss.551b22085945d144127621b5d3c4d1ab	0.006793037
wss.551f91dce955101db3910795bbb09e36	0.030749564
wss.5526503b9089aa12b21e97993de5df16	0.022842355
wss.5529a017b7226db4446cbe3a894a70f0	*
wss.552ab19eab47725cb2a965e75be701c	0.017259705
wss.552f9c566cbbbae87c8489092272d18	0.055129808
wss.553064cb5847dd022ac3d2cc9ad4756	0.026511844
wss.5533f7bc29b8ceee0c1b741fb03763e	0.017212611
wss.553c586e128708ae7649cce35db393a1	*
wss.5540651fd87e87187338e05fdf1a8a93	0.002565725
wss.5542ecb160bea589ac221ac462dd6842	*
wss.554a7931dd2bc4e827b73eb36515554	0.02481551
wss.554c65c7b99345c071aca0e592255398	0.030657887
wss.554cbe404c94998e9ecc0be635c9f511	0.007372257
wss.554db91bf0835764fbb35151afcb9cd5	0.007223751
wss.554fa306799d623af7248d9dbed7a7b8	0.022903017
wss.5550be21d78e892235836c728d324152	0.050112882
wss.5555cf0638339605f0fb3e3d2a0d34c9	0.026427373
wss.5556b24304907605bfac64b1ae78ad6e	0.061226143
wss.55587f4d6758076425806bb541b18c1d	0.020137304
wss.555c17f73cd6d530603c267665ac68a6	0.018197461
wss.556046d7066c98c215988593fe9b87fa	0.029523751
wss.5563343c04f56477abb416fe8f844d66	0.002606225
wss.5563ea181eeae758d9e61f0f8c87eb1e	0.031118045
wss.5566f264a6fa08cd2a68e506fbd6eecf	0.001834954
wss.556994e41b273b1f3479c0025d9d887f	0.017526079
wss.556b95061c7e07e1681e256928eb2284	*
wss.5574c469aae489c355005b4420ff0a5	0.023432795
wss.55756183a592733f531bc6a194a27738	*
wss.557b16b75dbcd41934c21226f456b73c	0.031200712
wss.557cf2fdeaa64bccb76982957f05710f	*
wss.557d878e747fa35db161f36d4e309050	0.021142163
wss.5580924f960463d5aa26b0b13ca3661	0.035673795
wss.5584b6dd7c2f9b6ffde43337a41ff261	*
wss.5584ec27aa657c65ad329b1997e89fc7	0.028237745
wss.558bf4ad21a4226bc3ffa5549b1fc1d2	*
wss.558d924c557e9b3e963c4644d0a8155a	0.002128749
wss.558e80a8883995b8136d9cfd13835101	0.027204686
wss.5595b599be44a357f55614540a6b5ba7	*
wss.559777cd5bb26ead4f0a073f39c3e8c6	0.052034863
wss.5599390617666427e10ddc5f810dd417	0.041646875
wss.559eab1d059d6b4c35836c728d324152	0.024079118
wss.55a3ca22603e581b463abfaed9deacfc	*
wss.55a7f38449626a195b8768d6ebff04cd	*
wss.55abd427263bc2267f98595f18a6210f	0.011806097
wss.55b002ebe262df5cba0a7d54f5c0d947	0.034565623
wss.55b2c3d4b6a4c0d4397cc4b7b847646e	0.007562053
wss.55bb82ed9665f575411053a770408f0d	0.024636974
wss.55bd81649a4685ebca46627d6e5395f5	1.71e-04
wss.55c34ff622e87671d1a63a2e2039ff73	0.024231566
wss.55da2a31dcc18cfbeb1f243bab39fb29	0.089012321
wss.55dc6f203de0cc5335836c728d324152	0.018230098
wss.55ddc25ba235ae52a93d9d7058352745	0.007527551
wss.55e7dc1021e15181a495c196d4f0cebb	0.034144865
wss.55e997f2619d371de678940a81b1fee	0.053877883
wss.55ebdbdd7c63ffa4cb1a45efda434120	0.042806173
wss.55ed3b7287ae473563ecd64ef0e6814c	0.028235682
wss.55eea74e6f73173b49904d779af64a6e	0.010312447
wss.5600c26d4baa13d730612f5c0ef21eb8	0.060135078
wss.5604123bd8798b96f1bbc1fe641b4db7	9.11e-04
wss.560807ead8bcbebf94bbacc83c160625	0.001817287
wss.5622a18c1ca2a53a3728518db8bc5c6d	0.032301707
wss.5624a19e813963ccc50bcbf8f9ed39a4	1.45e-04
wss.56253642219df29c37d43e094da89ace	0.005920127
wss.563727e2c7595112bda72093f9b5aa73	0.014794464
wss.563bf1920928b4b83321831d2245cf06	*
wss.563e05f081ae58fa2962a881e738f952	*
wss.5640a5c88e698338dbd1b63b4e2df39d	0.022353834
wss.5647fb465e36a65f7698a203d9aba6a	0.001334786
wss.5648e545ed29ea677aad01433c0a7d73	*
wss.564c74f4a648f940b5d3c5ea5d496caa	0.025487084
wss.56517e22979b563460ac9d6174947ab2	0.001018799
wss.5675aff305d80082e7e684d25d4dcaf0	6.00e-04
wss.56794ac8b1257d0799fcd1563ba74ccd	0.024115318
wss.567bc0e500a6d449d6b98bf27ff43caf	*
wss.56836fc8fb4de0834c6d8c1586baeb92	*
wss.5685e23e5e3d78b2936ffc5dabd7b5ce	*
wss.568f0b12766b85847691d4be6b2da439	*
wss.5693b4c7ce703bf35d1b6bffd4f70f9a	0.034181026
wss.5699b79a9679ad2bf42baf94bfe7dce2	*
wss.569c255882d030a2ab7f9d2da6fc61cf	0.039383464
wss.569e2fce2f1ab3be617e9d9aa36a8137	0.032194305
wss.56a080b45246ebf56efa17520d19d2aa	0.022211571
wss.56a23a1cc44bfff9dce0b85ada67412b	*
wss.56a64874866259a2ad17574a0ead850c	0.025791088
wss.56a6f9bab3aef1b88a649b7864cb0854	0.012069785
wss.56ac77092883c683eeff745b3f73bf77	0.0012101
wss.56af697dd37d197f641aac62064f7645	*
wss.56b6d78eb113cd3d504f26e7b9a8e47c	*
wss.56bd6bcf5034c7e2f9b9977a2406713a	0.029564655
wss.56c2780af1ea0ad3d206c5b91d97d1a6	0.022349488
wss.56cfd1c474b7b88920c80e4850e77325	0.028035843
wss.56d11d38d53ecc9c4e0fefab356c3277	*
wss.56d36a5330673e921e9e48db38a3f36	0.007572693
wss.56d52633129c7d34ccfdadff1f82d1ae	*
wss.56d943fdd29c7c573d92298d39908b2d	0.002980461
wss.56e1669da92f8e7ed3350028b9ff6e65	*
wss.56e4cf075142f03ab610b0c94236463	0.031700846
wss.56e8bb1910b38ddbd84b8ba651dfb8ac	*
wss.56e9167d8d9c2b8416cec6679796546	*
wss.56efabe64ce30e08d7bc2c778b186f58	0.046745484
wss.56f2cfa7d89ef32a5eef6c5d029c7274	0.003768739
wss.56f49e3cd0d16824b2bf4f773fe0e622	0.084025134
wss.56f77d6f40c0ee1c4f074cdf0a32eafe	*
wss.570b4ae41aba0b33727501c203809d55	0.020269739
wss.570c2b2d66781853763db4eab7a5c175	0.027736355
wss.570ee99e247c6cb0492d9da2668ec34c	0.028535665
wss.5714072b08e1d50d8af30108ea9ccb6c	0.020145865
wss.5715a65412125ba75088a2f36f524b7d	0.024704247
wss.571a3c2cf4c509596cb5b29312d0feee	0.069444973
wss.572250b1c642beb726a8b2787ac9ff6d	0.012390122
wss.57236349773fffd2504721639e19f609	0.020886115
wss.572d80aa3cae652261dc130c8164dfeb	0.016514274
wss.57324fd1ea49c97c43510f9aa8e3ba7b	0.058970125
wss.57374473fdaf3b0e244dd2b4d5f524e9	*
wss.57540783188a9cc98b424343280aeccb	0.021478174
wss.575595ab81e657315b3aba3f0877c74f	0.014443233
wss.57678bef578b487a738e43095496b061	*
wss.576d37a5f61ff49da13076182163555a	0.001403791
wss.5778e95678e5c90aa756982cc919beaa	0.026037501
wss.578db37937e35e25a6fd617b2ff5d2d	*
wss.578dc3b4ec18ad0724d867867ccd9fb	*
wss.5798957808d0273635836c728d324152	0.039348168
wss.57a348cd4f876cee333635f1ad2dc7c3	0.048493649
wss.57a36deba95161dcf48b9fefd9341bfa	0.028178862
wss.57a4dd08863a3b67fb8de648691848ea	8.96e-04
wss.57a654eae69dc9eedc9d54a368de002	0.008724102
wss.57ae3611a5f7d74d1012cc02986a86c3	0.041032776
wss.57b0ad296675f5b8d399ff3e7686b3c4	0.074079513
wss.57b39c750b6b7623e325122cf23015ef	*
wss.57b9cc86ec0309913bd4975c87c7a868	0.028403346
wss.57c38ae601130c817b6fd5468f603b31	0.004274514
wss.57c3dc9730114229f1e6c7b30fa8d3f7	*
wss.57c841f6a140935bf5a7ec1056077a96	0.065342834
wss.57ca0a93f07cd504e3f7a74e12a274ef	2.99e-04
wss.57dc1bd97ec0e01a21f7d1daa68aa26e	0.019382407
wss.57dc8082b98b00736eeef57ad28e068d	*
wss.57e82006698c0658d4eab74c573ed38d	*
wss.57ea2d1d5ebbf3d26c0d00d7110e85c	0.05591479
wss.57f52a86007be55935e965a5230c2cf4	*
wss.57f73714cbc425e44ae022a8f6e258a7	0.027181002
wss.58043f9f005df7ac165fd9581927b6ad	0.015779113
wss.5806b825c3882aef8d77b3fd14416e3	0.016059906
wss.5807575fa46e2ed920a0ffeaecf56db2	0.005201214
wss.580bd447352d1ef56d9a9c479a2ac832	0.024223055
wss.580bfcfa6b2175275116b3ebb7f03d08	0.034229031
wss.581ad58ce8664d2d4ff0e6230d32c1e3	0.002337513
wss.581c8baea2ec1161e8109480f4780398	0.025351821
wss.581fbda3706020c5568037605bffb2d	0.016445281
wss.582343e970abd505f155d75bbf62b80	0.028005382
wss.5825a7a7be1a70b8906ed109a4ea50d6	*
wss.5831ca85d6326e1d7c15f7bdb6fa82dd	*
wss.58329d6f541c74be441371570218d683	0.027879675
wss.58379002fbdaf20e61a47cff24512a0	9.01e-04
wss.5838f13cd253038ae94020dcb05ab335	8.14e-04
wss.583deb9e5cf939a9daeb838d0771f3b5	0.027421746
wss.584016b538f26a4bb9760cf9cd1a953	*
wss.584233a234c0d10dbde0361c27a5bd42	0.042488976
wss.5843ac18799f8970f9fced92afcb9866	0.021900239
wss.5843d409543b52012275edbb5a3b2900	0.06276537
wss.5849956e579b006674c7221f16c9f5a2	6.61e-04
wss.5854a955cf150cf0cf004563556ddb36	0.015210102
wss.5859f4761ea7c81c1dcbf3da3b253cbe	0.001223822
wss.585f02091286a7a82b7045644a6897b2	0.043808905
wss.586113a90de529aac46e621b9c7dbcd2	0.033333098
wss.586356e8809b6a678d44b95ca8abc7b2	0.037236495
wss.5865e747b22b224f70a43c2d978e502e	*
wss.5867581fed249c94473f10e6caaeca56	*
wss.5869e7f839144c0bbdeec9c43546255e	*
wss.586c7bf2742c298e1b481d3f12466062	0.035514677
wss.586d6433170536caac51268fdb437a9e	*
wss.586e2c3306374a6ec66e88e7ffc39f1a	*
wss.586f90ea05f62bd36379618f01f885e3	0.046984384
wss.5870f50be1100d638e6abafac3570db5	0.025745533
wss.5871584fee6b5cb9eab448bd0557cad7	0.043926499
wss.5878a3d409883a87d98389993226024e	0.019456876
wss.587d174c5f2b19c1d7e48afa5cc5db41	0.033895039
wss.58823e7be75befa9b2b6352649b85133	*
wss.588619a23a5d7812f2f720a563565b58	0.023826642
wss.58871bab97a0e09b5e75abd1355c3618	*
wss.588ada2090d2b2c4142aa18688bc8ec0	0.013271429
wss.588bc5c6c296fa9cd858706c4c6b1423	0.045494874
wss.5893038d979ce1bb725c7e2164996f48	0.0254201
wss.589b3cb070ed0ab724d867867ccd9fb	*
wss.589d2eb42f3f66d83a042ac5fff3239b	0.002177012
wss.58a427e5201aa43be00ace8e7c1a5eeb	0.0230135
wss.58a6824cc9bc3ea88ca14ae0a3be12	4.70e-04
wss.58b0f83301ff421d18b14db3b83de9ff	*
wss.58c084c783804db337b2bb75885cfc44	0.030524012
wss.58c3cd8f3b25a1d2190992e4a191c3d8	*
wss.58c49450594bef2afcb8d8c6d4df8143	0.020531645
wss.58c7ab29b2cb73171e652fa812161367	0.004468261
wss.58cbea0a7f725d4f5c4609f4c01b7fb	0.03204982
wss.58cf4c93d21340eb348c71ec1478fcc0	0.001074781
wss.58d5c8ca6b0b64b46436916a86a90ed7	0.035425637
wss.58d99c98a4a0667fd0e90ab6c6492cb4	0.018105959
wss.58e03df68771a51aa6c03a53cf0a14c9	0.021083098
wss.58e32cefd2f0ca13e938fdd9451c3206	0.031088938
wss.58f3e49e746363dcf91663a74ccd2338	0.026916294
wss.58f71ff34fc07dd6fd9c62608ca7926c	0.023194596
wss.58f8fd169c9578e62f81cb887dc35578	0.023494885
wss.58fac51ccad0160df1783a44a88d6274	0.019446719
wss.58fbc1679a7b229b7773fd259c9bf7d7	0.020753936
wss.58fd5626168d58688e35db9103756ad5	*
wss.58fd6cae7bc08346eae7493764ff9038	0.006063212
wss.5902e9a872c7459dc6273cbd9c7cef4c	*
wss.5903bd9a5004533114fee0d6c165ff9b	0.007790114
wss.59051ac1a34906c65e7087f2d9a278a9	0.024523162
wss.5908022a1e5b8ec3adf5ea2911b3df77	0.001898814
wss.59089fba3a5c392418066d5cd29faeb	0.001139043
wss.59101435df85565a93c1baf9420e7101	0.047587386
wss.592017db407391c68e7e947594effe19	0.002432332
wss.5924dd5aeb057e576ef2faffa907bc32	0.004634012
wss.5929c6937d617f3acf7d397dd220c7e2	0.02659742
wss.592a0a4f6af8633c93b55327c66a07aa	0.024343989
wss.592fc5405f0102f5a3a79895c91f6146	0.032797611
wss.593064cf774efd77e6d5242766a0c7bd	0.035281354
wss.59466ad7c2393749ff65cdc8bc353230	*
wss.5947a80a8a809a12fb37c106048ede94	0.046212001
wss.59481570acb7a0872d4ba5e1aa44cc40	2.26e-04
wss.594b22f21daf33ce6aea2f18ee404fd5	0.002726237
wss.594bf8ec9ff15a97ec6bc90f1be5fb1f	0.027270462
wss.594cf0c4a8b7e5c411053a770408f0d	0.018166148
wss.594dd047f15ec08ab1e00d60b0f9cc70	0.002696582
wss.59575963888a21434da5feafe6f1c8fc	0.02070925
wss.5959bbcabd1f47dd35836c728d324152	*
wss.59603d25cc023087f7b34b4d53d57ff6	0.042645922
wss.596e06847f9197d0d5a4f8ac20c6e6d5	6.28e-04
wss.5974a83a744d638ec3eba3d51ee30285	0.02264155
wss.5975388a1c825894d44ae554272576d	0.017881061
wss.597a278f80d04db46d3e11439c6c22c8	0.003956164
wss.5984d8834409ce0a25c70fb1df3f879b	*
wss.598d0fc5f62c2748d16c7f040268b148	*
wss.598ef206ffbed1476307a98defed0dd2	1.83e-05
wss.5994c86be11bcfb83a3d343dddea18ee	*
wss.599f0889caebfcabdae945285d90bbb7	0.010527499
wss.59a52738f436b3c39b1ee006baec41ea	5.97e-04
wss.59a87cf78be2219eb50ab059a00673d5	2.18e-04
wss.59b03a9bcd8067c68cd4d61177b27ca5	*
wss.59baa2f1fbb371beafde329224c7ac14	5.56e-04
wss.59c2f54ac3159f0e41445021d96f7f8c	*
wss.59c30a7ec178ec513fe974e9b80d05c	0.002073107
wss.59c7c6a65cf462be43acec71ba42b6b7	0.025832352
wss.59cd90e24a68f3f5f1783a44a88d6274	0.023540802
wss.59cf4966f108d8f1db88a58e9c22108d	0.11058085
wss.59d2182a89836e67845e78b431e4d529	0.034557077
wss.59dc6215c5eeb1ee749d52b3e269018	0.001657932
wss.59dd1952c4cb0c13d976cbc4db5a7b92	0.019664757
wss.59dfef9909a3f1cba7dc7120f15cd1cf	0.025720817
wss.59e841dcc2d37d7819ed6e1a590c9122	0.001595041
wss.59e9b9d7aee400b13df325aac2f73830	0.015815878
wss.59ee0ee98def6f1e14b86d5282eb8301	0.039893096
wss.59f22509efc4ef00fd99b5d113e1e39a	1.12e-04
wss.59f3bcb326cfb4878870cefd9ff03619	0.023443893
wss.59f52c33cd612614f8dd490495962e7d	0.077262461
wss.59fd296e42d9d65cd889106d819b8d66	0.032250364
wss.5a018e80915977b476a53b207e11e829	0.024023821
wss.5a0cd3e2d9d712ec7f8417ba843aa975	0.035634156
wss.5a13f7551c20eb29f3ebfe51dc60263e	0.020739872
wss.5a18998cfe6c75263e3e7e4207e4f102	0.002140978
wss.5a2b1761746cda396f4073a756763981	0.036407041
wss.5a38d21dd30f52e972463ee0ec4cc614	0.027505136
wss.5a3ae438fa5b87461ea954af295a6a98	0.048182104
wss.5a471458da447600fea9cf313bd7758b	0.002851022
wss.5a476554ce6f1b8bbd6868ef6592b424	*
wss.5a47c6e89c26a0b5baebc9df42f9c04d	*
wss.5a4a4cb6f5a0b3c4eef640e6c674a0ff	0.018427666
wss.5a4a4d6f1f5a83a8124763df40048906	0.025418853
wss.5a4da861b04cb4393b64082005cd29b5	*
wss.5a5117b67ba76cc1ce1bfc1f4f98fb76	0.030125142
wss.5a550763e7705e532ea98d69e91ba870	0.026159761
wss.5a6183eab47b4b651d74bdbbb3b851d	*
wss.5a61d69e2f2f8be8732b69095a1ced0e	3.99e-04
wss.5a65feb208819bfd87e7a3bcbc629447	0.02916937
wss.5a6d54d527a9bf01d6944324b21393b5	0.021074365
wss.5a73e1367360203153bc197a01232a07	0.057517216
wss.5aa12d16b18469042363f30eeebe36a6	*
wss.5aa1d74d04065fd98a7103092f8e8a33	0.002082672
wss.5aa24fc0f25b61abb564bb0657e0d6	*
wss.5aaec976445f88662b994aa4e028ede1	0.038282788
wss.5aafa1ad93de547b84f57a9f1a358c0d	3.52e-04
wss.5ab38425eb09fe33cac2a982f1c2a5b5	0.025748405
wss.5ab786ce3a18e3a170387839208c8db	0.018282348
wss.5ab7f7f3ccd12604ac4fd92dfb8e239e	*
wss.5aba32dba149598911f4f6c1a9b8e604	3.42e-04
wss.5abda7d039ec115b72349ee87c19f053	0.021122845
wss.5abeb89902fa3f4d93e23bce24555640	5.52e-04
wss.5acfa63a84c0438c2872cfe62c5ea02c	3.82e-04
wss.5ad47181a9026fc728cc22dce7529b69	0.014728304
wss.5ad5e317131af38665c65f347cf9e4a	*
wss.5adb6a586d55fa1dfdddc29bb3e72366	0.001325296
wss.5adcc3287b27b8ac6364755672e91dc0	0.034073101
wss.5ae11b134934f08a643ae903098a314	0.010872029
wss.5ae66652ee56ec67ab0b172d4dea80cd	0.047659327
wss.5ae9e17a7f90db1f200c856a4ef1939f	0.007877327
wss.5aeb223a91320c39edd4171cd40b3feb	0.018307434
wss.5aeb80c9c9ed4c955fae600f2d0e29	0.037456135
wss.5aeee4ade64bc34bf68a8e4ae5e6c1a0	0.017103159
wss.5aeefb539699524044b2fa2cac0778f5	0.018749257
wss.5af84949e8083db33321831d2245cf06	*
wss.5afc3b1bd57bf6482c2c0fe8f75ba056	*
wss.5afc9f4f1315ac1ca5640a8ed6960ffd	*
wss.5affd2ce7ae90ada2d33b7d349bc86ed	0.026365174
wss.5b009a44661c47e2a4ee05a5737b7178	0.042840651
wss.5b01781ce66cd6117a20e46c7abd214	0.001315706
wss.5b0c679eb8a2156c4314179664d18101	0.034520269
wss.5b0f937a7703c54ef61f9b8a72e5983c	0.001672883
wss.5b102f0f4ceccf3aec8b4278552324cf	0.001471292
wss.5b265f93f6fb4045b41ed43178894af2	9.07e-04
wss.5b3e490b99ae1b2328a1548e344f0e2e	0.016581233
wss.5b45ba41e61fc685b02614e89298c7d	*
wss.5b476163b025a5931143841839c8c312	*
wss.5b4a3107afc425be60ddc468fe733ed1	0.025492805
wss.5b4e505f85879e4baf0b75abe6dfe88a	*
wss.5b4f446bc0844d8a502ac88bde4dfaa5	0.001103145
wss.5b515d0b0c6740d5c5fe7f65b41f3b19	0.039978288
wss.5b56cc8ab6a8d527a5af58528d00e4fc	0.016906113
wss.5b5947f6f52390afcb2a965e75be701c	*
wss.5b5d0af8426e604df1783a44a88d6274	0.03268779
wss.5b5fc2f78d935628479e6e44e41a0562	*
wss.5b60da105aa88d2fce056d8be2168f2b	*
wss.5b62582a39681d809699d7bc7fedec1c	0.019646382
wss.5b6d24afd0e535e8502ac88bde4dfaa5	*
wss.5b6e29b8f7ff40b453af50c97ed75b56	*
wss.5b761ad7e5c1994b8046e84ebdc62d2	0.021385465
wss.5b782802240cbcd94e23e9314af9ae57	0.028335762
wss.5b794f8cee0075b53e96e486ca7cfab0	*
wss.5b7ef90e1be1549c8ee56e1cb7eb30ff	*
wss.5b86f0ea8c04035c6860b9a45ff88235	*
wss.5b8a2074b476c79f7ff6ace05b36a5	0.034936932
wss.5b99d3c4f8c1af8124adc0b4355a9827	0.006605765
wss.5ba0a9536899d4ddd4ea3f4c41b1b9bb	*
wss.5ba160e9cc8b4814489500e87f102577	*
wss.5ba89398d98be20e691def363532c98	0.046764548
wss.5bace77f1df591e9241640224e45ebea	0.038979452
wss.5bad12e5d89859a08f3db5ef0d8147ff	0.036603442
wss.5bb798626988ecfdf866ce1ab2b864eb	*
wss.5bb8457da2bbc722d810b14a81e12eca	0.033742059
wss.5bbaf43f2f86ba638b33d3087add7a4c	0.004273532
wss.5bbc259497af2fa15db77ed1f5c8b93	0.01394418
wss.5bbcf08fabf2d50336b41ce3eef1f5be	0.022839388
wss.5bbfc93f9c406bcc85961c6522c6aaa	0.003624699
wss.5bc916f8b9d0a7c6b40f0ac0fb9a650d	0.95635868
wss.5bd1493a07c13d675f1b26547b9ff327	0.021834966
wss.5bd296588b8f886265b2ab6626a6ead3	*
wss.5bd6bf181544ca23c5d1eba75162ba	0.031153141
wss.5bdcd3d77e1c91f78e437a27fb25efdf	0.031123927
wss.5be67a6d96963dab1f292eeb9a0c0945	0.00626588
wss.5be8a53bd1564d26d2ee14aa7f86b306	0.029579021
wss.5bf5096583e15c0080741efeb2454ffb	0.024064844
wss.5bf60aa86004b1496719f76551961b27	0.015772516
wss.5bf7954ab8168f24e3849910c5019154	0.019969357
wss.5bf962d9db1dc22d92535d0d98e8266	*
wss.5bff01fa3839a59281187d9890753294	0.019222177
wss.5bff970bb47e6e53bf37a318b55c6a3c	0.046238541
wss.5c00411d87ac1211be87ee687758f525	0.027239192
wss.5c07f7040e822a42fdb729ff38860b34	0.073412029
wss.5c22d4ae62ace8d2340b9c9d10273ac	0.001122939
wss.5c2882cc6ef793c5db2d113d653f6785	*
wss.5c2fb9288edb3dc22b151d8b52c53b90	0.001902653
wss.5c355e68e2e2c8a0a81be39668049aa6	*
wss.5c35f06ca955d4f4e8058cf23f6382c1	0.01072421
wss.5c39364b0ae977ed5504ac39afc1aace	0.018779897
wss.5c3d7bed7bb05345dda5b141a8e83fa9	0.044466218
wss.5c4c6da6bf0df41d5dd6ae6aedf7efa0	0.004181467
wss.5c4f50826b25c71790a6b1b2b5522960	0.036253765
wss.5c506f3bb48d9a0d83b6df504de60d62	*
wss.5c51570c660264e6e1c2575a8a2b18c9	*
wss.5c589d9495c87d7da2fcca81c767066f	0.024490419
wss.5c59fe54d90abcc021f01d01c8c9dec6	*
wss.5c5a266a009eeebbbf7cee3642666f5b	*
wss.5c63abf37622497759f9892433e1b1f4	0.009393513
wss.5c660775f1c7b202855c835f93769fb8	0.03314826
wss.5c74e00952ec3f52b6abfc9a8887db97	7.99e-04
wss.5c77b0ab986ae9197814845dd0b5fcee	6.23e-04
wss.5c792b8f5c0416adfef16454b9792325	0.016565806
wss.5c79b27734380b011a9e831992816ab	0.016061783
wss.5c7bf45b0f847489181be2d6e974dccd	0.001264588
wss.5c832b4698e78caeb8b2226f41012fcd	*
wss.5c848a830ec567bb9220647403cfb896	3.02e-04
wss.5c8668d215fd79079a037b4abf810691	0.015295711
wss.5c8950ed647f8b95dea31ce253437e6	0.04189612
wss.5c8e4c697ff0a980edd9ab1253e1a9c4	0.026656122
wss.5c8ea11840795cb5f1783a44a88d6274	0.029164936
wss.5c91d1871fe791d810f27f5628706202	*
wss.5c9b09738d7920f0546100d9c41f5274	3.11e-04
wss.5c9b4af9d0e9c132b161f36d4e309050	0.033081146
wss.5c9b7bca3aa940039d08f422cbf47607	0.022817039
wss.5c9d0645958d19ec881d4c49e3031458	0.005330643
wss.5c9f3048f79110485b5b328c62af5142	0.048842213
wss.5ca6bde518fc1b95bdfb3fb57c9ed4dc	0.027870843
wss.5ca8fd6d4d4f631838271f08a5f6c55b	*
wss.5ca994bd512be485db3bac7ad77ae88e	0.039380108
wss.5caef73c425faf325c79875cd8347ddf	0.027244488
wss.5cb23ea7eae7a9fd2cba66dc6aeabcd4	*
wss.5cb47a5fb94561edff0eae68b4acfcd2	0.007523896
wss.5cc77b60d5031886e904f922192a7caa	0.003140911
wss.5ccad26a07aa1bddb04aedb0fb5e1f7c	0.003849764
wss.5ccf9160133e508534d6aa31914c287d	*
wss.5cd203ad4af2bcf4f0515d6ef778595	*
wss.5cd2ed9aaeef12f243ee5a34155b4f2b	*
